tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
MASTER,I,ZUxic0PJoo3n_Sh38fZjnWJXuhncheNHdGEUX9nXQgLBTBBnokcpx9LNsg,й du,0,34,29,False,False,True,False,RbjomsnViq66Y2vREwSQgTJ4qj9D-rMfWDDX0QeR1L8XQYVTMBgODq9cu1ULWzfMdMaKCl6PQ0r1Dw,br1
MASTER,I,_HG4npuku5jdtvPGJIENNnsFdaaQbMTnd7vvEGN0Cu2_pS0,o vitim resolve,1,51,46,False,False,True,True,yqMsmhrK8BW34_H9Wti-s3IkZZFwJsCZ2Mc2qkZ-rWoCDYqSFu8jzWyVwEyRK8ZZbHQIwdHNCSX8nA,br1
MASTER,I,BQRANkQbXvmop__b1ZJmMZOYnwxi-sK2xoTGK1fgRhIc4A,M M J,1,53,49,False,False,True,True,0bcIqaFFO9uzyrhfQofa8I7Q4ZZ8EsC7RKBUOfuQNnNdg5dwGYeoQ493XnZRGDDkimcvD2myn_potg,br1
MASTER,I,K-p0_YwYL7qiBi1PPW6tMf9e648zE8yJbzwFGc07rbCRwIc,WOSDS3,104,38,27,False,False,True,False,mEwC2XmEWSjo558iUtAhL02jpzfjrWljOSOABr5fey_OwzkYYV97d5rWbtGAa98yQDVRnkHWcGNuKA,br1
MASTER,I,XavvhczJQO1j7NlbA4m4GG_V4FAy_-_v2OeATnme7zAk5D4,zeri jinx xayah,1,52,30,False,False,True,True,hV5ZvXbDwtI8drHLxPvrpPY1inrHO6uQR-mO8BJn897DTPCvNog5HF4Z_LyFEPAeRUwqxzGWPAdnnA,br1
MASTER,I,OOnCEM2-uCvpe6Tg35VQLcvtezN0iPMm4ua35b8qBEVAPpY,Waryor,1,25,27,False,False,True,False,jeS_Xb4aHZh_PiYi3bIWxp6VGkUEt-MG-m9k5FkWknTefRBScMthHKHZd8xlkUlrvyBWcetfDqWXvA,br1
MASTER,I,Lcljg4CVsmZTH1LcOxlWkaT5U1lr2Rpx0teoscJjdUA5j0FJVlN-2aEMSg,dont fvck,0,57,43,False,False,True,False,cBNLnemmQ7ff2tAQ7lRAPjiHbZ4hDjTkuxRXtNqvX5vDqAlC1IaI3gaeVh6z6jJQ258ZU4q9kN1fOg,br1
MASTER,I,0kBiH2JmsNFTrvmDSXkpsHRm5TF_FeOe2dh-gLlz83YCCQ,JPKataKill,0,48,45,False,False,True,False,Eom6o6cn1uEV7tgSPT6SWUGOhCyWKreyVvEkI27AYRCOzbddI6iy19Dbrsqtu2WHHYvHFkBbufc8BA,br1
MASTER,I,9nf0w2yCtzM4Kn62Bk_Jj1eVFFcFHmyAWptBnQ0uKQT2qA,izana,0,26,21,False,False,True,False,PJ-UdwspBqJk0v3r5fFzHlazzk1GEpjLvaufT_JfA6UopiepdPdyEwo_bnsEsG3UH0mGZ23G6L3WGQ,br1
MASTER,I,t16w2ET-TuBKFgEWar1G1aReC04jERtSxunzN64SqJWgXOc,TARZANEDDD675969,76,32,31,False,False,True,False,86oEFTZedF3Tic-wukqK4yrgdnw2sIKyJ1nnDtOjmWNCZknDgo1mC2-SfuPbbB0hQxnpfxQg4wNEmQ,br1
